conversation_id,in_reply_to_user_id,public_metrics,created_at,author_id,id,text
1466874887524421632,2230225514,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T23:05:28.000Z,1130648708566179841,1467268847745081346,@UniversalPicsBr @anygabrielly @Fiuk quero tanto ver o filme https://t.co/N7UnmeKhxn
1467268691884654595,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T23:04:51.000Z,1355987894603837442,1467268691884654595,"Tata Werneck dá show de maturidade e pede fim aos ataques contra Fiuk, mesmo após o ator constrangê-la em seu programa: ""Tá tudo bem. Achei que vocês fossem shippar o casal."" https://t.co/jO24uALPJ8"
1467249854728609797,1441891047026552834,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T23:03:56.000Z,1465436751388885002,1467268463433560066,"@Claudia77613373 @afazendarecord @dynhoalvesreal @sthefanematos_ Amo o Big Fone muito legal. Amo tbm o monstro e o anjo 😂Lá eles não ficam coçando o saco. Vem logo BBB e o 20 marcou tanto. Babu, Prior, Pyong, as meninas, outros, enfim, foi d+ pq tinha conteúdo pra todos! No 21 com Julite, Fiuk, Gil do Vigor.. Aaa saudades.. Conteúdo divertido"
1467267671632887816,,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 8, 'quote_count': 0}",2021-12-04T23:00:48.000Z,185448711,1467267671632887816,Eu e mainha botamos o lady night com Fiuk aqui porque a gente gosta de sofrer. Me desejem sorte
1467132306989191168,1418675907288518657,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",2021-12-04T22:59:40.000Z,1081607577778225153,1467267388383109120,"@yaeminion Alguem me explicar por que o Fiuk é ""famoso""? Por ser filho do Fabio Junior?"
1467267272993648646,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2021-12-04T22:59:13.000Z,1076318835505065984,1467267272993648646,eu tinha deletado da minha mente que o fiuk foi um dos 3 finalistas... é inacreditável
1467267190621622281,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:58:53.000Z,3407773611,1467267190621622281,"Fiuk ia lançar um ""Poxa Tatá isso é muito sério, a gente é branco, hétero, privilegiadasso, não é nosso lugar de fala"" e ia começar a chorar 🤣🤣🤣🤣🤣🤣 https://t.co/c46ylle9aw"
1467266535282642948,1389775731710963712,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:58:12.000Z,1389775731710963712,1467267017703137283,aí o corno vai e bota FIUK VERSÃO FUNK pra lembrar que 2021 ainda pode piorar...
1467266346350223362,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:55:32.000Z,928748139720388608,1467266346350223362,"Fiuk ganhou o Oscar por ser o maior inimigo do humor, o cara conseguiu deixar a TATA WERNECK CONSTRANGIDA PQP!!!!!!!!!"
1467234213556629510,1342346203355357186,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2021-12-04T22:54:18.000Z,1297376821030408192,1467266039314624513,@brigasdiarias Aquele que foi ajudar era o FIUK
1467265767846653958,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:53:14.000Z,1161590465990418434,1467265767846653958,esse fiuk nao me da paz que cachorro chato
1467263749203578882,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T22:45:12.000Z,2548703743,1467263749203578882,eu odeio o fiuk em níveis alarmantes
1467263744585703425,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:45:11.000Z,728627624,1467263744585703425,daria tudo pra ouvir fiuk cantando begging com a mesma entonação que ele cantou photograph no bbb.
1467255416476340230,10683412,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 21, 'quote_count': 0}",2021-12-04T22:40:07.000Z,148184217,1467262467197878272,@chicobarney Fiuk no extremo de seu passivo-agressivismo. Chato e atacando. Muito ruim mesmo.
1467255416476340230,10683412,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 64, 'quote_count': 0}",2021-12-04T22:39:50.000Z,915686838299447296,1467262395085201412,"@chicobarney Ele é sem carisma nenhuma impressionante, o cara não consegue rende um papo devido a sua chatice, Fiuk o cantor que não cantar,o ator que não atua,o influencer que não influencia com sua carisma."
1467255416476340230,10683412,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:34:23.000Z,1201909375809605637,1467261024038539264,@chicobarney Está fiuk e Thiaguinho
1467260868174008325,43132532,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 20, 'quote_count': 0}",2021-12-04T22:33:46.000Z,402145577,1467260868174008325,"@Fiuk meu filho lindo,  pense assim: FALE BEM OU MAL,MAS FALEM DE MIM...nossa qdo passei a pensar assim tudooo ficou mais facil...dá munição pra gente pirada não bb vc ja mostrou que é superior a tudo isso... conte consosco sempre bb."
1467148914184892419,1588749236,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 35, 'quote_count': 0}",2021-12-04T22:33:23.000Z,888597388822269954,1467260771851812871,"@glau_ciaaa @omarciopaulo Vale a pena a entrevista com o Thiaguinho, tá show 
Só pular os 15 min do Fiuk"
1467260372889571331,,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",2021-12-04T22:31:47.000Z,1348687430082293762,1467260372889571331,"Fiuk e um grande esquerdo macho mimizento 
Falei e sai correndo"
1467255416476340230,10396992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T22:31:09.000Z,62267947,1467260211790495750,@carla_diele @chicobarney @globoplay A pergunta é: quem é fiuk? Rs
1466874887524421632,2230225514,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:30:14.000Z,1462504876982816773,1467259979384393728,@UniversalPicsBr @CfSunshines @Fiuk @anygabrielly A BOZ DELA MEU DEUS
1467259735560933383,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T22:29:15.000Z,4312961115,1467259735560933383,Carai o fiuk é chato pra caralho
1467255416476340230,10683412,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2021-12-04T22:29:12.000Z,1434634182203002880,1467259719731589121,"@chicobarney Ainda bem que  não colocaram um programa inteiro só de Fiuk. Misericórdia, iriam usar como método de tortura"
1467258516876505089,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2021-12-04T22:24:25.000Z,3021697624,1467258516876505089,que coisa ridícula o de fiuk ser o melhor desses aí https://t.co/co9a9umV2S
1467240598843404289,66769124,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T22:22:08.000Z,23159524,1467257943594778624,@THIAGAOAGUIAR @GilDoVigor Eu dei uma gargalhada tão gostosa. Foi tão natural o carinho dela. Ela ama o Gil. Chama-o de menino. Ela ama a cena do Gil e do Fiuk pulando na piscina.
1467257794097258497,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:21:33.000Z,69770332,1467257794097258497,Fiuk é chato pra caralho ne o cara parou no tempo com aquelas roupas feia dele
1467257222141026312,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:19:16.000Z,1088477435476262916,1467257222141026312,"O fiuk é chato pq ele é chato não tem nada a ver com ele ser tdah meu namorado, irmão dele e sogra são e nenhum deles são chatos assim 
Tem absolutamente nada a ver uma coisa com a outra"
1467255416476340230,10683412,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2021-12-04T22:18:51.000Z,2885103247,1467257117874831360,"@chicobarney Nem vale a pena o esforço. Agora quem salvou o episódio, foi o Thiaguinho. Mas pra isso, vc precisa assistir Fiuk😕"
1467256602252218370,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:16:48.000Z,1342895305772167175,1467256602252218370,"Ficou chateado com a piadinha do fiuk, @rafael_dasein kkkk pensei q vc ia levar na esportiva kkkkk *leva essa daqui tbm*"
1467255814922637314,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",2021-12-04T22:13:41.000Z,1410923529139372033,1467255814922637314,"Eu observo os 💞pequenos detalhes da música Vixe que gostoso 
@Juliette @Fiuk 😘 https://t.co/9lZ7TO69Ql"
1467255677450084361,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T22:13:08.000Z,1071884871059038208,1467255677450084361,tata alugou um triplex na cabeça no fiuk quando chamou ele de homem hetero
1467255416476340230,,"{'retweet_count': 3, 'reply_count': 91, 'like_count': 963, 'quote_count': 0}",2021-12-04T22:12:06.000Z,10683412,1467255416476340230,Não achei o Lady Night com Fiuk no Now nem no app dos Canais Globo. Cadê?
1466878631289012232,62557485,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:11:31.000Z,1459519097394319363,1467255272657899522,@Tatawerneck Coitado do Fiuk !bem dizem que brasileiro tem memoria curta..a Juliete nao queria o Fiuk..ela queria demonstrar que era fã do Fabio Jr.kkk.lembra da Felicia com o gatinho?kk.pois é..carregou demais na pimenta..e educado e sensivel como ele é..ele correu..e nao seria só ele..
1467255074716012555,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T22:10:44.000Z,268940745,1467255074716012555,O Lady Night com Fiuk durou menos de 15 min! O climão foi real
1467254673170182151,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T22:09:09.000Z,1410923529139372033,1467254673170182151,"A lenda dona Fátima 😘 roubando a cena amei 
@Juliette @Fiuk ❤ https://t.co/I4vm3xrbwE"
1467134030202163202,1422230188918808578,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2021-12-04T22:03:06.000Z,1376839213010845702,1467253152713949196,"@alphonsegreend Eu sempre falava: se fosse cmgo,ia me dar pânico. Eu ia viver no rivotril pq foi do começo ao fim. Quando tinha só 4 na casa a excluíram e Ju perguntou pq se afastaram, Camila gritou cm ela e ela chorou muito era o último paredão e Gil falou mal dela cm Fiuk que a Ju tava chata."
1466345094567673860,716064385920339968,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:56:38.000Z,1319456639775395841,1467251524682362895,@luasilicitas Fiuk tava fazendo supletivo?
1467211101721051137,122384736,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",2021-12-04T21:50:57.000Z,1120746781355192320,1467250095422951425,"@juliaceledonio @leanzferdinand Eu ia fazer um comentário aleatório estilo esquerdomacho Fiuk pedindo perdão por ser homem, mas as vezes é difícil entender sarcasmo escrito e eu poderia ser suspenso (não sou importante o suficiente pra ser cancelado, no máximo suspenso então)."
1467248574895435780,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:44:55.000Z,4614246160,1467248574895435780,Meu Deus vão acabar com a vida do Fiuk agora kkkkkk tudo bem ele foi chato na entrevista mas porra… https://t.co/k8O3ZbkiBN
1467240109804249092,1162553096221995009,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T21:37:11.000Z,1105230291378098179,1467246629212274688,@LacerdaSkrr tá fazendo aulas com o fiuk e tiago iorc? 😞😭
1466874887524421632,2230225514,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",2021-12-04T21:36:27.000Z,1157695430194601986,1467246444172169221,@UniversalPicsBr @anygabrielly @Fiuk Nooshy é demais arrumando a árvore de Natal https://t.co/hSvhmFUr3n
1467242304989585409,1086473451106373634,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T21:35:59.000Z,1119995674135805952,1467246329290182662,"@liahcavani @afazendarecord @RicoMelquiades O problema que ele não  sabe como está  sendo visto aqui fora, ainda mais que  ele só  foi 2 vezes pra roça.  Dayane  voltou  4 e saiu na 5 .No BBB  ninguém  sabia que juliette  era  o que era, Fiuk achava  que ela sairia pra Gil e Camila."
1467246167486603269,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2021-12-04T21:35:21.000Z,1077184124241235968,1467246167486603269,meu deus o fiuk consegue ser horrivel em tudo o que ele se submete a fazer parabens insuportável https://t.co/UgiQ9FzsCR
1467245269502803973,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2021-12-04T21:31:47.000Z,123706369,1467245269502803973,"O Fiuk foi ao #LadyNight e o programa teria ficado com 17 minutos de arte diante dos demais convidados, que tiveram uma entrevista de quase uma hora.

Se isso for verdade, a edição teve que retalhar o programa “a pedido do cantor”, q não queria responder às perguntas de Tatá. 😣"
1467227796611215360,1357310254040678401,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:31:41.000Z,1399028381832908805,1467245245096210442,"@bill_central Fiuk
BIL NÃO ESTA SOZINHO"
1467244894766968832,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T21:30:17.000Z,210934135,1467244894766968832,fiuk é insuportável demais pelo amor de deus kk menino chato
1467244815377223683,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T21:29:58.000Z,1100336763183263744,1467244815377223683,o fiuk conseguiu deixar a tata na bad vibe
1466626904086224906,67656004,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:27:19.000Z,1465716757050499073,1467244147480440839,"@ZAMENZA @rafaelportugal ensinando como ser um bom entrevistado..
#LadyNight #TataWerneck #Fiuk"
1467106841062686721,1337513152762753024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T21:27:15.000Z,1332741081029619714,1467244129688199175,"@ClintBoladao @prifiukete @manalucii tem que bloquear mesmo uai ela não é obrigada a nada não 

e pra defender Fiuk tem que ser muito sem caráter"
1467243457383219203,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T21:24:34.000Z,1319041601193283584,1467243457383219203,"Assistindo o Lady Night com um convidado específico, cheguei a conclusão que eu NÃO SUPORTO O FIUK 🙄 #LadyNight"
1467241040742649860,1391105261490814976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:20:14.000Z,1193546285216944128,1467242364209139718,"@shepherdgfss Fiuk ou Juliete?? nenhum dos dois
SABATELLA TE AMAMOS"
1467242119802855431,,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:19:16.000Z,1349121694250770432,1467242119802855431,"por mais que eu não suporte a garota por ser uma grandíssima duma biscoiteira, ser humano nenhum merece o hate que o fiuk recebe apenas por ser fiuk. a internet é muito muito cruel com ele e isso precisa ser parado antes que algo pior aconteça. https://t.co/VUUDVHo07x"
1467242065104879616,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T21:19:03.000Z,1208422676458541056,1467242065104879616,"Alguém prende o Fiuk dentro de casa e não deixa ele nunca mais sair, pelo amor de deus. Isso é questão de vida ou morte. https://t.co/yvyz0IwbmM"
1467241285434150913,,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 11, 'quote_count': 1}",2021-12-04T21:15:57.000Z,35581493,1467241285434150913,"As pessoas são cruéis e ridículas. Eu falando no tweet da Tatá Werneck pra não atacarem o Fiuk porque ele tem TDAH assim como eu, falando de um local de vivência, e as pessoas me esculachando e até me chamando de ""capacitista""?! Tá difícil conviver online."
1467240843736236035,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:14:11.000Z,876191507983867904,1467240843736236035,Porra chamar o fiuk p programa tata é lutar contra o humor
1467134497917485066,1423014084874809350,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T21:13:49.000Z,1353872608840871936,1467240750383517699,@ReginaCasteloB1 Nossa que ódio desse dia. Tiraram a Carla pra deixar Fiuk é Rodolffo aaaaaa
1467128767185309701,1038427371181879296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2021-12-04T21:13:47.000Z,67869026,1467240740732522496,@iK4RUS Qual o problema das pessoas aceitarem que o Fiuk é insuportável????
1467240605218746381,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T21:13:14.000Z,67869026,1467240605218746381,"Ok. Fiuk tem TDAH, mas isso não justifica a chatice e o fato dele ser insuportável!!!! 
Ele é insuportável!!!!"
1467240599845842946,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:13:13.000Z,1245467591574945793,1467240599845842946,"Nossa só vi uns pedaços do Lady Night com Fiuk e que saco esse Fiuk ein… riquinho chato pra caraca, sem graca, tudo ofende ele, tudo se magoa Facil, mimadinho nato"
1467239776805924866,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:09:57.000Z,776564503932702720,1467239776805924866,Gente agora que parei pra pensar que eu tava igual o fiuk no rock ontem
1467239758376185857,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T21:09:53.000Z,908878695741444097,1467239758376185857,"ai não tô aguentando esse povo defendendo a bichona pálida e chata do fiuk kkkkkkkkkkk cada uma 
 https://t.co/dbjNG13382"
1466874887524421632,2230225514,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:07:59.000Z,1332086105882103809,1467239280787533831,@UniversalPicsBr @Fiuk @anygabrielly AIII A VOZ DELA
1467239018224046088,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2021-12-04T21:06:56.000Z,1365813698779111433,1467239018224046088,"""eu sei que eu sou público que minha vida é pública. Desde que eu nasci eu sei"" mas eu acho que se eu não falar na TV que eu tô namorando ninguém vai saber, mesmo que todo o país fale sobre o meu namoro a meses. Eu quero manter em segredo... A PARA FIUK"
1466788902212194307,1298249938745401344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T21:05:48.000Z,1381555640594796547,1467238732097110018,@OFilipeArthur Kkkkkkkkkkk fiuk iria pedir perdão por nascer homem! De novo
1467237167332458496,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T20:59:35.000Z,180803684,1467237167332458496,Como que o Fiuk conseguiu ir para a final do bbb? kkkkkkkkkkk gente
1466788902212194307,1298249938745401344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:59:08.000Z,328275670,1467237054698377224,@OFilipeArthur Ahhh o senhor Fiuk não aguentaria levar na esportiva a brincadeira kkkkkkk
1467234857780658183,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2021-12-04T20:50:24.000Z,600302830,1467234857780658183,"a não
a naaaaaaaaaaaao, os realitys de 2021 tão uma bosta né, fiuk na final do bbb ao invés do gil, a bruna na final do futuro ex porta ao invés do pimenta, se a paloma tiver no lugar do well na final do corridas eu vou ficar MUITO puta mano vai se fude em"
1466878631289012232,1282799097653714944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-04T20:44:44.000Z,1079421829213761537,1467233429708288004,"@mar1_sandra @eiArturFarias @Tatawerneck Mãe do Fiuk, reveja as piadas de duplo sentido q ele e outros faziam entre si n BBB. 
Fiuk é lindo, e sua beleza não resiste a um Talk show sem q a antipatia mostre sua face! O desejo d obter fama é imenso,mas o ego é gigante, insistindo em querer MANDAR ns produções ds programas"
1467233220307701769,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:43:54.000Z,905790013,1467233220307701769,Mds que preguiça do Fiuk 😴😴😴😴
1466878631289012232,1192435783,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:43:40.000Z,1433558434901741570,1467233164536000519,@madrodz_ @mar1_sandra @Tatawerneck @juliette Primeiro manda o fiuk deixar de ser um chato egocêntrico
1467233094537302020,,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 13, 'quote_count': 0}",2021-12-04T20:43:24.000Z,1383261205410639876,1467233094537302020,o Fiuk via stories dizendo que tá tudo bem a Tatá mandou mensagem pra ele pedindo desculpa e que está tudo bem
1467232876651552770,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2021-12-04T20:42:32.000Z,993066229,1467232876651552770,"Gente ele não muda né? O menino chato e egocêntrico. E pior, ele se coloca como vítima e que a tata pediu desculpa pra ele? Pq a mulher tinha que pedir desculpa pra ele?! O cara é um cu, chato e mimizento e a culpa é da tata kkkk #Fiuk #TataWerneck #mepoupefiuk #chato https://t.co/rtQNT1KFwI"
1467232516495003657,,"{'retweet_count': 12, 'reply_count': 1, 'like_count': 138, 'quote_count': 0}",2021-12-04T20:41:06.000Z,1265243952321564676,1467232516495003657,"Queria muito entender pq Tatá Werneck pediu desculpas ao Fiuk, ELE QUEM DEVERIA PEDIR

por ter sido um c-h-a-t-o https://t.co/mr4oOFPj4F"
1467226246019002371,1407904443362906112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:41:04.000Z,898651232,1467232509138284545,@noveIeirx comentário sobre o fiuk
1466878631289012232,1282799097653714944,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2021-12-04T20:40:34.000Z,1192435783,1467232382566686726,"@mar1_sandra @Tatawerneck Fico chocada com essas pessoas que jogam hate gratuito no Fiuk, já não fizeram a @juliette campeã então deixem o Fiuk em paz. Infelizmente a Juliette nunca pediu a torcida dela que respeitasse o Fiuk e eles continuam atacam ele com coisas pesadas. Lamentável."
1467231671615463424,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T20:37:45.000Z,209718026,1467231671615463424,Esse sábado estão tão chato que vou chamar ele de Fiuk.
1467231506808639491,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2021-12-04T20:37:05.000Z,266225517,1467231506808639491,"revendo a deplorável cena do fiuk na tata werneck, eu só consigo concluir que esse cara é um poço de seboseira, sem aura, sem carisma, sem porra nenhuma… se colocar uma planta na casa dele a planta morre em 2h"
1467231149332344839,,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 16, 'quote_count': 0}",2021-12-04T20:35:40.000Z,1058839438611095552,1467231149332344839,"O ano acabando ainda tão chipando
Fiuk com @  acho que tá hora de parar
Sei lá minha opinião 👀"
1467230618606096385,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T20:33:33.000Z,1078838129644183553,1467230618606096385,"nossa fiuk INSUPORTAVEL, coitada da tata ter aguentado esse nojentinho no programa dela, cruzes que homenzinho tosco"
1467230345695305728,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T20:32:28.000Z,1380744390944169985,1467230345695305728,Pensei que eu era chata mas depois de ver o fiuk no lady nigth percebi que eu não chego aos pés do nível de chatice dele 😅
1467229742411755522,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",2021-12-04T20:30:05.000Z,3124672025,1467229742411755522,Todo homem é chato mas ninguém ganha do Fiuk
1467229687730561029,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:29:52.000Z,1271111019956445185,1467229687730561029,E choca um total de 0 pessoas que fiuk não é uma pessoa interessante https://t.co/PmjMpZFYXa
1467229500358467597,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:29:07.000Z,754705695468056576,1467229500358467597,o robô tem mais expressão que o fiuk https://t.co/aBk8asHWmD
1466788902212194307,811483994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 13, 'quote_count': 0}",2021-12-04T20:28:39.000Z,223360259,1467229381613477888,"@DummieNoVIP @OFilipeArthur Fiuk que é um chato mesmo, senão curte o programa q ficasse em casa"
1466841445533376514,16725544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2021-12-04T20:26:25.000Z,362224616,1467228823204909070,@carasbrasil Estamos com você @fiuk ! Você não está sozinho ! 🥰❤🙏
1467228740476456960,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T20:26:06.000Z,1440731881549352967,1467228740476456960,"mas se não gosta dela, é só não consumir o conteúdo, qual a dificuldade?
O Fiuk já sabia que o programa é assim, se ele não curte esse tipo de coisa era só ter recusado https://t.co/XzN1scclfT"
1466401454944657409,147694831,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 13, 'quote_count': 0}",2021-12-04T20:24:46.000Z,1394703607128371201,1467228404915261440,"@pedroturck_ @cabulosamen @AntraBrasil Não, e o pior: Como ele conseguiu tirar isso tão rápido? Pq tenho amigues q o processo demorou anos.
Abusrdo essa situação. 

Nessas horas eu lembro da frase de Fiuk e adapto: ""Gente, desculpem por ser homem yag cis. Eu sou diferente, juro 😩😭"""
1467148914184892419,1356968487344873475,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-12-04T20:24:37.000Z,59882301,1467228370538745858,@omarciopaulo fiuk é chato pra caralho
1467226684948684811,1459534835349962759,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:23:30.000Z,1009338930469195776,1467228086575972361,@flawIesw da viih tube eu gostava do fiuk eu não conseguia nem fingir
1467228039163568137,,"{'retweet_count': 6, 'reply_count': 6, 'like_count': 34, 'quote_count': 0}",2021-12-04T20:23:18.000Z,1239246168,1467228039163568137,"Fiuk acabou de pronunciar sobre o assunto, ele disse que já está tudo resolvido entre ele e a **** enfim agora Haters tira o nome dele da boca, e deixa a gente em paz! Obrigada"
1467227380020387853,1252956330450657280,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-04T20:22:22.000Z,972469553589518338,1467227803137589253,@soziznho na verdade não era só do fiuk e de todos homens da casa https://t.co/tcoKKWBwwq
1466841445533376514,16725544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2021-12-04T20:21:52.000Z,134658184,1467227676335300611,@carasbrasil Estamos com vc sempre @Fiuk 💕💙
1467227553610010635,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 22, 'quote_count': 0}",2021-12-04T20:21:23.000Z,1016144542318374913,1467227553610010635,"o fiuk nos stories falando que ta tudo bem ente ele e a tata pq a TATA JA PEDIU DESCULPAS PRA ELE, OIE? Garoto vc cagou o programa da menina e ela q teve q pedir desculpas? eu odeio mt esse homem"
